#source neuron, target neuron, transmitter, receptor
FLPL,AVAR,flp-4,npr-4
FLPR,AVAL,flp-4,npr-4
FLPR,AVAR,flp-4,npr-4
FLPL,BAGL,flp-4,npr-4
FLPL,BAGR,flp-4,npr-4
FLPR,BAGL,flp-4,npr-4
FLPR,BAGR,flp-4,npr-4
FLPL,BDUL,flp-4,npr-4
FLPL,BDUR,flp-4,npr-4
FLPR,BDUL,flp-4,npr-4
FLPR,BDUR,flp-4,npr-4
FLPL,PQR,flp-4,npr-4
FLPR,PQR,flp-4,npr-4
FLPL,RIVL,flp-4,npr-4
FLPL,RIVR,flp-4,npr-4
FLPR,RIVL,flp-4,npr-4
FLPR,RIVR,flp-4,npr-4
I5,AVAL,flp-4,npr-4
I5,AVAR,flp-4,npr-4
I5,BAGL,flp-4,npr-4
I5,BAGR,flp-4,npr-4
I5,BDUL,flp-4,npr-4
I5,BDUR,flp-4,npr-4
I5,PQR,flp-4,npr-4
I5,RIVL,flp-4,npr-4
I5,RIVR,flp-4,npr-4
I6,AVAL,flp-4,npr-4
I6,AVAR,flp-4,npr-4
I6,BAGL,flp-4,npr-4
I6,BAGR,flp-4,npr-4
I6,BDUL,flp-4,npr-4
I6,BDUR,flp-4,npr-4
I6,PQR,flp-4,npr-4
I6,RIVL,flp-4,npr-4
I6,RIVR,flp-4,npr-4
NSML,AVAL,flp-4,npr-4
NSML,AVAR,flp-4,npr-4
NSMR,AVAL,flp-4,npr-4
NSMR,AVAR,flp-4,npr-4
NSML,BAGL,flp-4,npr-4
NSML,BAGR,flp-4,npr-4
NSMR,BAGL,flp-4,npr-4
NSMR,BAGR,flp-4,npr-4
NSML,BDUL,flp-4,npr-4
NSML,BDUR,flp-4,npr-4
NSMR,BDUL,flp-4,npr-4
NSMR,BDUR,flp-4,npr-4
NSML,PQR,flp-4,npr-4
NSMR,PQR,flp-4,npr-4
NSML,RIVL,flp-4,npr-4
NSML,RIVR,flp-4,npr-4
NSMR,RIVL,flp-4,npr-4
NSMR,RIVR,flp-4,npr-4
PHAL,AVAL,flp-4,npr-4
PHAL,AVAR,flp-4,npr-4
PHAR,AVAL,flp-4,npr-4
PHAR,AVAR,flp-4,npr-4
PHAL,BAGL,flp-4,npr-4
PHAL,BAGR,flp-4,npr-4
PHAR,BAGL,flp-4,npr-4
PHAR,BAGR,flp-4,npr-4
PHAL,BDUL,flp-4,npr-4
PHAL,BDUR,flp-4,npr-4
PHAR,BDUL,flp-4,npr-4
PHAR,BDUR,flp-4,npr-4
PHAL,PQR,flp-4,npr-4
PHAR,PQR,flp-4,npr-4
PHAL,RIVL,flp-4,npr-4
PHAL,RIVR,flp-4,npr-4
PHAR,RIVL,flp-4,npr-4
PHAR,RIVR,flp-4,npr-4
PHBL,AVAL,flp-4,npr-4
PHBL,AVAR,flp-4,npr-4
PHBR,AVAL,flp-4,npr-4
PHBR,AVAR,flp-4,npr-4
PHBL,BAGL,flp-4,npr-4
PHBL,BAGR,flp-4,npr-4
PHBR,BAGL,flp-4,npr-4
PHBR,BAGR,flp-4,npr-4
PHBL,BDUL,flp-4,npr-4
PHBL,BDUR,flp-4,npr-4
PHBR,BDUL,flp-4,npr-4
PHBR,BDUR,flp-4,npr-4
PHBL,PQR,flp-4,npr-4
PHBR,PQR,flp-4,npr-4
PHBL,RIVL,flp-4,npr-4
PHBL,RIVR,flp-4,npr-4
PHBR,RIVL,flp-4,npr-4
PHBR,RIVR,flp-4,npr-4
PVDL,AVAL,flp-4,npr-4
PVDL,AVAR,flp-4,npr-4
PVDR,AVAL,flp-4,npr-4
PVDR,AVAR,flp-4,npr-4
PVDL,BAGL,flp-4,npr-4
PVDL,BAGR,flp-4,npr-4
PVDR,BAGL,flp-4,npr-4
PVDR,BAGR,flp-4,npr-4
PVDL,BDUL,flp-4,npr-4
PVDL,BDUR,flp-4,npr-4
PVDR,BDUL,flp-4,npr-4
PVDR,BDUR,flp-4,npr-4
PVDL,PQR,flp-4,npr-4
PVDR,PQR,flp-4,npr-4
PVDL,RIVL,flp-4,npr-4
PVDL,RIVR,flp-4,npr-4
PVDR,RIVL,flp-4,npr-4
PVDR,RIVR,flp-4,npr-4
ASEL,AIAL,flp-5,npr-11
ASEL,AIAR,flp-5,npr-11
ASER,AIAL,flp-5,npr-11
ASER,AIAR,flp-5,npr-11
ASEL,AIYL,flp-5,npr-11
ASEL,AIYR,flp-5,npr-11
ASER,AIYL,flp-5,npr-11
ASER,AIYR,flp-5,npr-11
I2L,AIAL,flp-5,npr-11
I2L,AIAR,flp-5,npr-11
I2R,AIAL,flp-5,npr-11
I2R,AIAR,flp-5,npr-11
I2L,AIYL,flp-5,npr-11
I2L,AIYR,flp-5,npr-11
I2R,AIYL,flp-5,npr-11
I2R,AIYR,flp-5,npr-11
I4,AIAL,flp-5,npr-11
I4,AIAR,flp-5,npr-11
I4,AIYL,flp-5,npr-11
I4,AIYR,flp-5,npr-11
M4,AIAL,flp-5,npr-11
M4,AIAR,flp-5,npr-11
M4,AIYL,flp-5,npr-11
M4,AIYR,flp-5,npr-11
PVT,AIAL,flp-5,npr-11
PVT,AIAR,flp-5,npr-11
PVT,AIYL,flp-5,npr-11
PVT,AIYR,flp-5,npr-11
RMGL,AIAL,flp-5,npr-11
RMGL,AIAR,flp-5,npr-11
RMGR,AIAL,flp-5,npr-11
RMGR,AIAR,flp-5,npr-11
RMGL,AIYL,flp-5,npr-11
RMGL,AIYR,flp-5,npr-11
RMGR,AIYL,flp-5,npr-11
RMGR,AIYR,flp-5,npr-11
ASIL,AIAL,nlp-1,npr-11
ASIL,AIAR,nlp-1,npr-11
ASIR,AIAL,nlp-1,npr-11
ASIR,AIAR,nlp-1,npr-11
ASIL,AIYL,nlp-1,npr-11
ASIL,AIYR,nlp-1,npr-11
ASIR,AIYL,nlp-1,npr-11
ASIR,AIYR,nlp-1,npr-11
AWCL,AIAL,nlp-1,npr-11
AWCL,AIAR,nlp-1,npr-11
AWCR,AIAL,nlp-1,npr-11
AWCR,AIAR,nlp-1,npr-11
AWCL,AIYL,nlp-1,npr-11
AWCL,AIYR,nlp-1,npr-11
AWCR,AIYL,nlp-1,npr-11
AWCR,AIYR,nlp-1,npr-11
BDUL,AIAL,nlp-1,npr-11
BDUL,AIAR,nlp-1,npr-11
BDUR,AIAL,nlp-1,npr-11
BDUR,AIAR,nlp-1,npr-11
BDUL,AIYL,nlp-1,npr-11
BDUL,AIYR,nlp-1,npr-11
BDUR,AIYL,nlp-1,npr-11
BDUR,AIYR,nlp-1,npr-11
HSNL,AIAL,nlp-1,npr-11
HSNL,AIAR,nlp-1,npr-11
HSNR,AIAL,nlp-1,npr-11
HSNR,AIAR,nlp-1,npr-11
HSNL,AIYL,nlp-1,npr-11
HSNL,AIYR,nlp-1,npr-11
HSNR,AIYL,nlp-1,npr-11
HSNR,AIYR,nlp-1,npr-11
PHBL,AIAL,nlp-1,npr-11
PHBL,AIAR,nlp-1,npr-11
PHBR,AIAL,nlp-1,npr-11
PHBR,AIAR,nlp-1,npr-11
PHBL,AIYL,nlp-1,npr-11
PHBL,AIYR,nlp-1,npr-11
PHBR,AIYL,nlp-1,npr-11
PHBR,AIYR,nlp-1,npr-11
DVA,AIYL,nlp-12,ckr-2
DVA,AIYR,nlp-12,ckr-2
DVA,AS1,nlp-12,ckr-2
DVA,AS10,nlp-12,ckr-2
DVA,AS11,nlp-12,ckr-2
DVA,AS2,nlp-12,ckr-2
DVA,AS3,nlp-12,ckr-2
DVA,AS4,nlp-12,ckr-2
DVA,AS5,nlp-12,ckr-2
DVA,AS6,nlp-12,ckr-2
DVA,AS7,nlp-12,ckr-2
DVA,AS8,nlp-12,ckr-2
DVA,AS9,nlp-12,ckr-2
DVA,DA1,nlp-12,ckr-2
DVA,DA2,nlp-12,ckr-2
DVA,DA3,nlp-12,ckr-2
DVA,DA4,nlp-12,ckr-2
DVA,DA5,nlp-12,ckr-2
DVA,DA6,nlp-12,ckr-2
DVA,DA7,nlp-12,ckr-2
DVA,DA8,nlp-12,ckr-2
DVA,DA9,nlp-12,ckr-2
DVA,DB1,nlp-12,ckr-2
DVA,DB2,nlp-12,ckr-2
DVA,DB3,nlp-12,ckr-2
DVA,DB4,nlp-12,ckr-2
DVA,DB5,nlp-12,ckr-2
DVA,DB6,nlp-12,ckr-2
DVA,DB7,nlp-12,ckr-2
DVA,VA1,nlp-12,ckr-2
DVA,VA10,nlp-12,ckr-2
DVA,VA11,nlp-12,ckr-2
DVA,VA12,nlp-12,ckr-2
DVA,VA2,nlp-12,ckr-2
DVA,VA3,nlp-12,ckr-2
DVA,VA4,nlp-12,ckr-2
DVA,VA5,nlp-12,ckr-2
DVA,VA6,nlp-12,ckr-2
DVA,VA7,nlp-12,ckr-2
DVA,VA8,nlp-12,ckr-2
DVA,VA9,nlp-12,ckr-2
DVA,VB1,nlp-12,ckr-2
DVA,VB10,nlp-12,ckr-2
DVA,VB11,nlp-12,ckr-2
DVA,VB2,nlp-12,ckr-2
DVA,VB3,nlp-12,ckr-2
DVA,VB4,nlp-12,ckr-2
DVA,VB5,nlp-12,ckr-2
DVA,VB6,nlp-12,ckr-2
DVA,VB7,nlp-12,ckr-2
DVA,VB8,nlp-12,ckr-2
DVA,VB9,nlp-12,ckr-2
ASIL,ASIL,nlp-24,npr-17
ASIL,ASIR,nlp-24,npr-17
ASIR,ASIL,nlp-24,npr-17
ASIR,ASIR,nlp-24,npr-17
ASIL,AVG,nlp-24,npr-17
ASIR,AVG,nlp-24,npr-17
ASIL,PQR,nlp-24,npr-17
ASIR,PQR,nlp-24,npr-17
ASIL,PVPL,nlp-24,npr-17
ASIL,PVPR,nlp-24,npr-17
ASIR,PVPL,nlp-24,npr-17
ASIR,PVPR,nlp-24,npr-17
ASIL,PVQL,nlp-24,npr-17
ASIL,PVQR,nlp-24,npr-17
ASIR,PVQL,nlp-24,npr-17
ASIR,PVQR,nlp-24,npr-17
AFDL,ADFL,ntc-1,ntr-1
AFDL,ADFR,ntc-1,ntr-1
AFDR,ADFL,ntc-1,ntr-1
AFDR,ADFR,ntc-1,ntr-1
AFDL,ADLL,ntc-1,ntr-1
AFDL,ADLR,ntc-1,ntr-1
AFDR,ADLL,ntc-1,ntr-1
AFDR,ADLR,ntc-1,ntr-1
AFDL,ASEL,ntc-1,ntr-1
AFDL,ASER,ntc-1,ntr-1
AFDR,ASEL,ntc-1,ntr-1
AFDR,ASER,ntc-1,ntr-1
AFDL,ASHL,ntc-1,ntr-1
AFDL,ASHR,ntc-1,ntr-1
AFDR,ASHL,ntc-1,ntr-1
AFDR,ASHR,ntc-1,ntr-1
AFDL,BDUL,ntc-1,ntr-1
AFDL,BDUR,ntc-1,ntr-1
AFDR,BDUL,ntc-1,ntr-1
AFDR,BDUR,ntc-1,ntr-1
AFDL,I2L,ntc-1,ntr-1
AFDL,I2R,ntc-1,ntr-1
AFDR,I2L,ntc-1,ntr-1
AFDR,I2R,ntc-1,ntr-1
AFDL,PQR,ntc-1,ntr-1
AFDR,PQR,ntc-1,ntr-1
AFDL,PVQL,ntc-1,ntr-1
AFDL,PVQR,ntc-1,ntr-1
AFDR,PVQL,ntc-1,ntr-1
AFDR,PVQR,ntc-1,ntr-1
AFDL,PVR,ntc-1,ntr-1
AFDR,PVR,ntc-1,ntr-1
AFDL,PVWL,ntc-1,ntr-1
AFDL,PVWR,ntc-1,ntr-1
AFDR,PVWL,ntc-1,ntr-1
AFDR,PVWR,ntc-1,ntr-1
AFDL,RICL,ntc-1,ntr-1
AFDL,RICR,ntc-1,ntr-1
AFDR,RICL,ntc-1,ntr-1
AFDR,RICR,ntc-1,ntr-1
AIZL,ADFL,ntc-1,ntr-1
AIZL,ADFR,ntc-1,ntr-1
AIZR,ADFL,ntc-1,ntr-1
AIZR,ADFR,ntc-1,ntr-1
AIZL,ADLL,ntc-1,ntr-1
AIZL,ADLR,ntc-1,ntr-1
AIZR,ADLL,ntc-1,ntr-1
AIZR,ADLR,ntc-1,ntr-1
AIZL,ASEL,ntc-1,ntr-1
AIZL,ASER,ntc-1,ntr-1
AIZR,ASEL,ntc-1,ntr-1
AIZR,ASER,ntc-1,ntr-1
AIZL,ASHL,ntc-1,ntr-1
AIZL,ASHR,ntc-1,ntr-1
AIZR,ASHL,ntc-1,ntr-1
AIZR,ASHR,ntc-1,ntr-1
AIZL,BDUL,ntc-1,ntr-1
AIZL,BDUR,ntc-1,ntr-1
AIZR,BDUL,ntc-1,ntr-1
AIZR,BDUR,ntc-1,ntr-1
AIZL,I2L,ntc-1,ntr-1
AIZL,I2R,ntc-1,ntr-1
AIZR,I2L,ntc-1,ntr-1
AIZR,I2R,ntc-1,ntr-1
AIZL,PQR,ntc-1,ntr-1
AIZR,PQR,ntc-1,ntr-1
AIZL,PVQL,ntc-1,ntr-1
AIZL,PVQR,ntc-1,ntr-1
AIZR,PVQL,ntc-1,ntr-1
AIZR,PVQR,ntc-1,ntr-1
AIZL,PVR,ntc-1,ntr-1
AIZR,PVR,ntc-1,ntr-1
AIZL,PVWL,ntc-1,ntr-1
AIZL,PVWR,ntc-1,ntr-1
AIZR,PVWL,ntc-1,ntr-1
AIZR,PVWR,ntc-1,ntr-1
AIZL,RICL,ntc-1,ntr-1
AIZL,RICR,ntc-1,ntr-1
AIZR,RICL,ntc-1,ntr-1
AIZR,RICR,ntc-1,ntr-1
ASGL,ADFL,ntc-1,ntr-1
ASGL,ADFR,ntc-1,ntr-1
ASGR,ADFL,ntc-1,ntr-1
ASGR,ADFR,ntc-1,ntr-1
ASGL,ADLL,ntc-1,ntr-1
ASGL,ADLR,ntc-1,ntr-1
ASGR,ADLL,ntc-1,ntr-1
ASGR,ADLR,ntc-1,ntr-1
ASGL,ASEL,ntc-1,ntr-1
ASGL,ASER,ntc-1,ntr-1
ASGR,ASEL,ntc-1,ntr-1
ASGR,ASER,ntc-1,ntr-1
ASGL,ASHL,ntc-1,ntr-1
ASGL,ASHR,ntc-1,ntr-1
ASGR,ASHL,ntc-1,ntr-1
ASGR,ASHR,ntc-1,ntr-1
ASGL,BDUL,ntc-1,ntr-1
ASGL,BDUR,ntc-1,ntr-1
ASGR,BDUL,ntc-1,ntr-1
ASGR,BDUR,ntc-1,ntr-1
ASGL,I2L,ntc-1,ntr-1
ASGL,I2R,ntc-1,ntr-1
ASGR,I2L,ntc-1,ntr-1
ASGR,I2R,ntc-1,ntr-1
ASGL,PQR,ntc-1,ntr-1
ASGR,PQR,ntc-1,ntr-1
ASGL,PVQL,ntc-1,ntr-1
ASGL,PVQR,ntc-1,ntr-1
ASGR,PVQL,ntc-1,ntr-1
ASGR,PVQR,ntc-1,ntr-1
ASGL,PVR,ntc-1,ntr-1
ASGR,PVR,ntc-1,ntr-1
ASGL,PVWL,ntc-1,ntr-1
ASGL,PVWR,ntc-1,ntr-1
ASGR,PVWL,ntc-1,ntr-1
ASGR,PVWR,ntc-1,ntr-1
ASGL,RICL,ntc-1,ntr-1
ASGL,RICR,ntc-1,ntr-1
ASGR,RICL,ntc-1,ntr-1
ASGR,RICR,ntc-1,ntr-1
AVKL,ADFL,ntc-1,ntr-1
AVKL,ADFR,ntc-1,ntr-1
AVKR,ADFL,ntc-1,ntr-1
AVKR,ADFR,ntc-1,ntr-1
AVKL,ADLL,ntc-1,ntr-1
AVKL,ADLR,ntc-1,ntr-1
AVKR,ADLL,ntc-1,ntr-1
AVKR,ADLR,ntc-1,ntr-1
AVKL,ASEL,ntc-1,ntr-1
AVKL,ASER,ntc-1,ntr-1
AVKR,ASEL,ntc-1,ntr-1
AVKR,ASER,ntc-1,ntr-1
AVKL,ASHL,ntc-1,ntr-1
AVKL,ASHR,ntc-1,ntr-1
AVKR,ASHL,ntc-1,ntr-1
AVKR,ASHR,ntc-1,ntr-1
AVKL,BDUL,ntc-1,ntr-1
AVKL,BDUR,ntc-1,ntr-1
AVKR,BDUL,ntc-1,ntr-1
AVKR,BDUR,ntc-1,ntr-1
AVKL,I2L,ntc-1,ntr-1
AVKL,I2R,ntc-1,ntr-1
AVKR,I2L,ntc-1,ntr-1
AVKR,I2R,ntc-1,ntr-1
AVKL,PQR,ntc-1,ntr-1
AVKR,PQR,ntc-1,ntr-1
AVKL,PVQL,ntc-1,ntr-1
AVKL,PVQR,ntc-1,ntr-1
AVKR,PVQL,ntc-1,ntr-1
AVKR,PVQR,ntc-1,ntr-1
AVKL,PVR,ntc-1,ntr-1
AVKR,PVR,ntc-1,ntr-1
AVKL,PVWL,ntc-1,ntr-1
AVKL,PVWR,ntc-1,ntr-1
AVKR,PVWL,ntc-1,ntr-1
AVKR,PVWR,ntc-1,ntr-1
AVKL,RICL,ntc-1,ntr-1
AVKL,RICR,ntc-1,ntr-1
AVKR,RICL,ntc-1,ntr-1
AVKR,RICR,ntc-1,ntr-1
DD1,ADFL,ntc-1,ntr-1
DD1,ADFR,ntc-1,ntr-1
DD2,ADFL,ntc-1,ntr-1
DD2,ADFR,ntc-1,ntr-1
DD3,ADFL,ntc-1,ntr-1
DD3,ADFR,ntc-1,ntr-1
DD4,ADFL,ntc-1,ntr-1
DD4,ADFR,ntc-1,ntr-1
DD5,ADFL,ntc-1,ntr-1
DD5,ADFR,ntc-1,ntr-1
DD6,ADFL,ntc-1,ntr-1
DD6,ADFR,ntc-1,ntr-1
DD1,ADLL,ntc-1,ntr-1
DD1,ADLR,ntc-1,ntr-1
DD2,ADLL,ntc-1,ntr-1
DD2,ADLR,ntc-1,ntr-1
DD3,ADLL,ntc-1,ntr-1
DD3,ADLR,ntc-1,ntr-1
DD4,ADLL,ntc-1,ntr-1
DD4,ADLR,ntc-1,ntr-1
DD5,ADLL,ntc-1,ntr-1
DD5,ADLR,ntc-1,ntr-1
DD6,ADLL,ntc-1,ntr-1
DD6,ADLR,ntc-1,ntr-1
DD1,ASEL,ntc-1,ntr-1
DD1,ASER,ntc-1,ntr-1
DD2,ASEL,ntc-1,ntr-1
DD2,ASER,ntc-1,ntr-1
DD3,ASEL,ntc-1,ntr-1
DD3,ASER,ntc-1,ntr-1
DD4,ASEL,ntc-1,ntr-1
DD4,ASER,ntc-1,ntr-1
DD5,ASEL,ntc-1,ntr-1
DD5,ASER,ntc-1,ntr-1
DD6,ASEL,ntc-1,ntr-1
DD6,ASER,ntc-1,ntr-1
DD1,ASHL,ntc-1,ntr-1
DD1,ASHR,ntc-1,ntr-1
DD2,ASHL,ntc-1,ntr-1
DD2,ASHR,ntc-1,ntr-1
DD3,ASHL,ntc-1,ntr-1
DD3,ASHR,ntc-1,ntr-1
DD4,ASHL,ntc-1,ntr-1
DD4,ASHR,ntc-1,ntr-1
DD5,ASHL,ntc-1,ntr-1
DD5,ASHR,ntc-1,ntr-1
DD6,ASHL,ntc-1,ntr-1
DD6,ASHR,ntc-1,ntr-1
DD1,BDUL,ntc-1,ntr-1
DD1,BDUR,ntc-1,ntr-1
DD2,BDUL,ntc-1,ntr-1
DD2,BDUR,ntc-1,ntr-1
DD3,BDUL,ntc-1,ntr-1
DD3,BDUR,ntc-1,ntr-1
DD4,BDUL,ntc-1,ntr-1
DD4,BDUR,ntc-1,ntr-1
DD5,BDUL,ntc-1,ntr-1
DD5,BDUR,ntc-1,ntr-1
DD6,BDUL,ntc-1,ntr-1
DD6,BDUR,ntc-1,ntr-1
DD1,I2L,ntc-1,ntr-1
DD1,I2R,ntc-1,ntr-1
DD2,I2L,ntc-1,ntr-1
DD2,I2R,ntc-1,ntr-1
DD3,I2L,ntc-1,ntr-1
DD3,I2R,ntc-1,ntr-1
DD4,I2L,ntc-1,ntr-1
DD4,I2R,ntc-1,ntr-1
DD5,I2L,ntc-1,ntr-1
DD5,I2R,ntc-1,ntr-1
DD6,I2L,ntc-1,ntr-1
DD6,I2R,ntc-1,ntr-1
DD1,PQR,ntc-1,ntr-1
DD2,PQR,ntc-1,ntr-1
DD3,PQR,ntc-1,ntr-1
DD4,PQR,ntc-1,ntr-1
DD5,PQR,ntc-1,ntr-1
DD6,PQR,ntc-1,ntr-1
DD1,PVQL,ntc-1,ntr-1
DD1,PVQR,ntc-1,ntr-1
DD2,PVQL,ntc-1,ntr-1
DD2,PVQR,ntc-1,ntr-1
DD3,PVQL,ntc-1,ntr-1
DD3,PVQR,ntc-1,ntr-1
DD4,PVQL,ntc-1,ntr-1
DD4,PVQR,ntc-1,ntr-1
DD5,PVQL,ntc-1,ntr-1
DD5,PVQR,ntc-1,ntr-1
DD6,PVQL,ntc-1,ntr-1
DD6,PVQR,ntc-1,ntr-1
DD1,PVR,ntc-1,ntr-1
DD2,PVR,ntc-1,ntr-1
DD3,PVR,ntc-1,ntr-1
DD4,PVR,ntc-1,ntr-1
DD5,PVR,ntc-1,ntr-1
DD6,PVR,ntc-1,ntr-1
DD1,PVWL,ntc-1,ntr-1
DD1,PVWR,ntc-1,ntr-1
DD2,PVWL,ntc-1,ntr-1
DD2,PVWR,ntc-1,ntr-1
DD3,PVWL,ntc-1,ntr-1
DD3,PVWR,ntc-1,ntr-1
DD4,PVWL,ntc-1,ntr-1
DD4,PVWR,ntc-1,ntr-1
DD5,PVWL,ntc-1,ntr-1
DD5,PVWR,ntc-1,ntr-1
DD6,PVWL,ntc-1,ntr-1
DD6,PVWR,ntc-1,ntr-1
DD1,RICL,ntc-1,ntr-1
DD1,RICR,ntc-1,ntr-1
DD2,RICL,ntc-1,ntr-1
DD2,RICR,ntc-1,ntr-1
DD3,RICL,ntc-1,ntr-1
DD3,RICR,ntc-1,ntr-1
DD4,RICL,ntc-1,ntr-1
DD4,RICR,ntc-1,ntr-1
DD5,RICL,ntc-1,ntr-1
DD5,RICR,ntc-1,ntr-1
DD6,RICL,ntc-1,ntr-1
DD6,RICR,ntc-1,ntr-1
DVA,ADFL,ntc-1,ntr-1
DVA,ADFR,ntc-1,ntr-1
DVA,ADLL,ntc-1,ntr-1
DVA,ADLR,ntc-1,ntr-1
DVA,ASEL,ntc-1,ntr-1
DVA,ASER,ntc-1,ntr-1
DVA,ASHL,ntc-1,ntr-1
DVA,ASHR,ntc-1,ntr-1
DVA,BDUL,ntc-1,ntr-1
DVA,BDUR,ntc-1,ntr-1
DVA,I2L,ntc-1,ntr-1
DVA,I2R,ntc-1,ntr-1
DVA,PQR,ntc-1,ntr-1
DVA,PVQL,ntc-1,ntr-1
DVA,PVQR,ntc-1,ntr-1
DVA,PVR,ntc-1,ntr-1
DVA,PVWL,ntc-1,ntr-1
DVA,PVWR,ntc-1,ntr-1
DVA,RICL,ntc-1,ntr-1
DVA,RICR,ntc-1,ntr-1
M5,ADFL,ntc-1,ntr-1
M5,ADFR,ntc-1,ntr-1
M5,ADLL,ntc-1,ntr-1
M5,ADLR,ntc-1,ntr-1
M5,ASEL,ntc-1,ntr-1
M5,ASER,ntc-1,ntr-1
M5,ASHL,ntc-1,ntr-1
M5,ASHR,ntc-1,ntr-1
M5,BDUL,ntc-1,ntr-1
M5,BDUR,ntc-1,ntr-1
M5,I2L,ntc-1,ntr-1
M5,I2R,ntc-1,ntr-1
M5,PQR,ntc-1,ntr-1
M5,PVQL,ntc-1,ntr-1
M5,PVQR,ntc-1,ntr-1
M5,PVR,ntc-1,ntr-1
M5,PVWL,ntc-1,ntr-1
M5,PVWR,ntc-1,ntr-1
M5,RICL,ntc-1,ntr-1
M5,RICR,ntc-1,ntr-1
NSML,ADFL,ntc-1,ntr-1
NSML,ADFR,ntc-1,ntr-1
NSMR,ADFL,ntc-1,ntr-1
NSMR,ADFR,ntc-1,ntr-1
NSML,ADLL,ntc-1,ntr-1
NSML,ADLR,ntc-1,ntr-1
NSMR,ADLL,ntc-1,ntr-1
NSMR,ADLR,ntc-1,ntr-1
NSML,ASEL,ntc-1,ntr-1
NSML,ASER,ntc-1,ntr-1
NSMR,ASEL,ntc-1,ntr-1
NSMR,ASER,ntc-1,ntr-1
NSML,ASHL,ntc-1,ntr-1
NSML,ASHR,ntc-1,ntr-1
NSMR,ASHL,ntc-1,ntr-1
NSMR,ASHR,ntc-1,ntr-1
NSML,BDUL,ntc-1,ntr-1
NSML,BDUR,ntc-1,ntr-1
NSMR,BDUL,ntc-1,ntr-1
NSMR,BDUR,ntc-1,ntr-1
NSML,I2L,ntc-1,ntr-1
NSML,I2R,ntc-1,ntr-1
NSMR,I2L,ntc-1,ntr-1
NSMR,I2R,ntc-1,ntr-1
NSML,PQR,ntc-1,ntr-1
NSMR,PQR,ntc-1,ntr-1
NSML,PVQL,ntc-1,ntr-1
NSML,PVQR,ntc-1,ntr-1
NSMR,PVQL,ntc-1,ntr-1
NSMR,PVQR,ntc-1,ntr-1
NSML,PVR,ntc-1,ntr-1
NSMR,PVR,ntc-1,ntr-1
NSML,PVWL,ntc-1,ntr-1
NSML,PVWR,ntc-1,ntr-1
NSMR,PVWL,ntc-1,ntr-1
NSMR,PVWR,ntc-1,ntr-1
NSML,RICL,ntc-1,ntr-1
NSML,RICR,ntc-1,ntr-1
NSMR,RICL,ntc-1,ntr-1
NSMR,RICR,ntc-1,ntr-1
RICL,ADFL,ntc-1,ntr-1
RICL,ADFR,ntc-1,ntr-1
RICR,ADFL,ntc-1,ntr-1
RICR,ADFR,ntc-1,ntr-1
RICL,ADLL,ntc-1,ntr-1
RICL,ADLR,ntc-1,ntr-1
RICR,ADLL,ntc-1,ntr-1
RICR,ADLR,ntc-1,ntr-1
RICL,ASEL,ntc-1,ntr-1
RICL,ASER,ntc-1,ntr-1
RICR,ASEL,ntc-1,ntr-1
RICR,ASER,ntc-1,ntr-1
RICL,ASHL,ntc-1,ntr-1
RICL,ASHR,ntc-1,ntr-1
RICR,ASHL,ntc-1,ntr-1
RICR,ASHR,ntc-1,ntr-1
RICL,BDUL,ntc-1,ntr-1
RICL,BDUR,ntc-1,ntr-1
RICR,BDUL,ntc-1,ntr-1
RICR,BDUR,ntc-1,ntr-1
RICL,I2L,ntc-1,ntr-1
RICL,I2R,ntc-1,ntr-1
RICR,I2L,ntc-1,ntr-1
RICR,I2R,ntc-1,ntr-1
RICL,PQR,ntc-1,ntr-1
RICR,PQR,ntc-1,ntr-1
RICL,PVQL,ntc-1,ntr-1
RICL,PVQR,ntc-1,ntr-1
RICR,PVQL,ntc-1,ntr-1
RICR,PVQR,ntc-1,ntr-1
RICL,PVR,ntc-1,ntr-1
RICR,PVR,ntc-1,ntr-1
RICL,PVWL,ntc-1,ntr-1
RICL,PVWR,ntc-1,ntr-1
RICR,PVWL,ntc-1,ntr-1
RICR,PVWR,ntc-1,ntr-1
RICL,RICL,ntc-1,ntr-1
RICL,RICR,ntc-1,ntr-1
RICR,RICL,ntc-1,ntr-1
RICR,RICR,ntc-1,ntr-1
VC1,ADFL,ntc-1,ntr-1
VC1,ADFR,ntc-1,ntr-1
VC2,ADFL,ntc-1,ntr-1
VC2,ADFR,ntc-1,ntr-1
VC3,ADFL,ntc-1,ntr-1
VC3,ADFR,ntc-1,ntr-1
VC4,ADFL,ntc-1,ntr-1
VC4,ADFR,ntc-1,ntr-1
VC5,ADFL,ntc-1,ntr-1
VC5,ADFR,ntc-1,ntr-1
VC6,ADFL,ntc-1,ntr-1
VC6,ADFR,ntc-1,ntr-1
VC1,ADLL,ntc-1,ntr-1
VC1,ADLR,ntc-1,ntr-1
VC2,ADLL,ntc-1,ntr-1
VC2,ADLR,ntc-1,ntr-1
VC3,ADLL,ntc-1,ntr-1
VC3,ADLR,ntc-1,ntr-1
VC4,ADLL,ntc-1,ntr-1
VC4,ADLR,ntc-1,ntr-1
VC5,ADLL,ntc-1,ntr-1
VC5,ADLR,ntc-1,ntr-1
VC6,ADLL,ntc-1,ntr-1
VC6,ADLR,ntc-1,ntr-1
VC1,ASEL,ntc-1,ntr-1
VC1,ASER,ntc-1,ntr-1
VC2,ASEL,ntc-1,ntr-1
